,SchoolYear,OrganizationLevel,DistrictName,StudentGroupType,StudentGroup,Domain,PreparedForK_Percent
1954,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
1955,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,0.9230
1956,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,0.8860
1957,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,0.9520
1958,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,0.9050
1959,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,0.8920
1960,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,0.7380
1961,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
1962,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,0.9530
1963,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,0.8940
1964,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,0.8910
1965,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,0.8700
1966,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.9000
1967,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.6740
1968,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
1969,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,0.9570
1970,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.9140
1971,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,0.9470
1972,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.9120
1973,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,0.9040
1974,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,0.8210
1975,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
1976,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,0.9470
1977,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,0.9480
1978,2019-20,School,Auburn School District,Gender,Female,Cognitive,0.9650
1979,2019-20,School,Auburn School District,Gender,Female,Language,0.9650
1980,2019-20,School,Auburn School District,Gender,Female,Literacy,0.9230
1981,2019-20,School,Battle Ground School District,isHomeless,Homeless,Physical,
1982,2019-20,School,Auburn School District,Gender,Female,Math,0.7500
1983,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
1984,2019-20,School,Auburn School District,Gender,Female,Physical,1.0000
1985,2019-20,School,Auburn School District,Gender,Male,Physical,0.8910
1986,2019-20,School,Auburn School District,Gender,Male,SocialEmotional,0.8510
1987,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.8700
1988,2019-20,School,Auburn School District,Gender,Male,Language,0.8040
1989,2019-20,School,Auburn School District,Gender,Male,Literacy,0.8750
1990,2019-20,School,Auburn School District,Gender,Male,Math,0.7670
1991,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
1992,2019-20,School,Auburn School District,isHomeless,Homeless,Cognitive,
1993,2019-20,School,Auburn School District,isHomeless,Homeless,Language,
1994,2019-20,School,Auburn School District,isHomeless,Homeless,Literacy,
1995,2019-20,School,Auburn School District,isHomeless,Homeless,Math,
1996,2019-20,School,Auburn School District,isHomeless,Homeless,NumberofDomains,
1997,2019-20,School,Auburn School District,isHomeless,Homeless,Physical,
1998,2019-20,School,Auburn School District,isHomeless,Homeless,SocialEmotional,
1999,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Cognitive,0.9210
2000,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Language,0.8910
2001,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Literacy,0.9000
2002,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Math,0.7650
2003,2019-20,School,Auburn School District,isHomeless,Non-Homeless,NumberofDomains,
2004,2019-20,School,Auburn School District,isHomeless,Non-Homeless,Physical,0.9510
2005,2019-20,School,Auburn School District,isHomeless,Non-Homeless,SocialEmotional,0.9030
2006,2019-20,School,Auburn School District,isMigrant,Non Migrant,Physical,0.9520
2007,2019-20,School,Auburn School District,isMigrant,Non Migrant,SocialEmotional,0.9050
2008,2019-20,School,Auburn School District,isMigrant,Non Migrant,Cognitive,0.9220
2009,2019-20,School,Auburn School District,isMigrant,Non Migrant,Language,0.8930
2010,2019-20,School,Chief Leschi Schools,isHomeless,Homeless,Literacy,
2011,2019-20,School,Auburn School District,isMigrant,Non Migrant,Literacy,0.9020
2012,2019-20,School,Auburn School District,isMigrant,Non Migrant,Math,0.7580
2013,2019-20,School,Auburn School District,isMigrant,Non Migrant,NumberofDomains,
2014,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Cognitive,
2015,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Language,
2016,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Literacy,
2017,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Math,
2018,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,NumberofDomains,
2019,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,Physical,
2020,2019-20,School,Auburn School District,SpecialEd,Students with Disabilities,SocialEmotional,
2021,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Cognitive,0.9270
2022,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Language,0.9060
2023,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Literacy,0.9080
2024,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Math,0.7830
2025,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,NumberofDomains,
2026,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,Physical,0.9590
2027,2019-20,School,Auburn School District,SpecialEd,Students without Disabilities,SocialEmotional,0.9180
2028,2019-20,School,Auburn School District,All,All Students,Cognitive,0.8820
2029,2019-20,School,Auburn School District,All,All Students,Language,0.7450
2030,2019-20,School,Auburn School District,All,All Students,Literacy,0.7910
2031,2019-20,School,Auburn School District,All,All Students,Math,0.5710
2032,2019-20,School,Auburn School District,All,All Students,NumberofDomains,
2033,2019-20,School,Auburn School District,All,All Students,Physical,0.8040
2034,2019-20,School,Auburn School District,All,All Students,SocialEmotional,0.9800
2035,2019-20,School,Auburn School District,Bilingual,English Language Learners,Cognitive,0.9000
2036,2019-20,School,Auburn School District,Bilingual,English Language Learners,Language,0.7500
2037,2019-20,School,Auburn School District,Bilingual,English Language Learners,Literacy,0.6920
2038,2019-20,School,Auburn School District,Bilingual,English Language Learners,Math,0.3680
2039,2019-20,School,Auburn School District,Bilingual,English Language Learners,NumberofDomains,
2040,2019-20,School,Auburn School District,Bilingual,English Language Learners,Physical,0.8000
2041,2019-20,School,Auburn School District,Bilingual,English Language Learners,SocialEmotional,1.0000
2042,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Cognitive,0.8710
2043,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Language,0.7420
2044,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Literacy,0.8330
2045,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Math,0.7000
2046,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,NumberofDomains,
2047,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,Physical,0.8060
2048,2019-20,School,Auburn School District,Bilingual,Non-English Language Learners,SocialEmotional,0.9680
2049,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Cognitive,
2050,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Language,
2051,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Literacy,
2052,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Math,
2053,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,NumberofDomains,
2054,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,Physical,
2055,2019-20,School,Auburn School District,FederalRaceEthnicity,Asian,SocialEmotional,
2056,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Cognitive,
2057,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Language,
2058,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Literacy,
2059,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Math,
2060,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,NumberofDomains,
2061,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,Physical,
2062,2019-20,School,Auburn School District,FederalRaceEthnicity,Black/ African American,SocialEmotional,
2063,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Cognitive,0.9230
2064,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Language,0.6920
2065,2019-20,School,Chief Leschi Schools,isHomeless,Homeless,Math,
2066,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Literacy,0.7000
2067,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Math,0.2500
2068,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),NumberofDomains,
2069,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),Physical,0.6920
2070,2019-20,School,Auburn School District,FederalRaceEthnicity,Hispanic/ Latino of any race(s),SocialEmotional,1.0000
2071,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Cognitive,
2072,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Language,
2073,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Math,
2074,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,Physical,
2075,2019-20,School,Auburn School District,FederalRaceEthnicity,Native Hawaiian/ Other Pacific Islander,SocialEmotional,
2076,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Cognitive,
2077,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Language,
2078,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Literacy,
2079,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Math,
2080,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,NumberofDomains,
2081,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,Physical,
2082,2019-20,School,Auburn School District,FederalRaceEthnicity,Two or More Races,SocialEmotional,
2083,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Cognitive,0.8820
2084,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Language,0.8820
2085,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Literacy,0.8750
2086,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Math,0.8240
2087,2019-20,School,Auburn School District,FederalRaceEthnicity,White,NumberofDomains,
2088,2019-20,School,Auburn School District,FederalRaceEthnicity,White,Physical,0.8820
2089,2019-20,School,Auburn School District,FederalRaceEthnicity,White,SocialEmotional,0.9410
2090,2019-20,School,Auburn School District,FreeLunch,Low-Income,Cognitive,0.9130
2091,2019-20,School,Auburn School District,FreeLunch,Low-Income,Language,0.7390
2092,2019-20,School,Auburn School District,FreeLunch,Low-Income,Literacy,0.6110
2093,2019-20,School,Auburn School District,FreeLunch,Low-Income,Math,0.3910
2094,2019-20,School,Auburn School District,FreeLunch,Low-Income,NumberofDomains,
2095,2019-20,School,Auburn School District,FreeLunch,Low-Income,Physical,0.7830
2096,2019-20,School,Auburn School District,FreeLunch,Low-Income,SocialEmotional,1.0000
2097,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Cognitive,0.8570
2098,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Language,0.7500
2099,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Literacy,0.9200
2100,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Math,0.7310
2101,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,NumberofDomains,
2102,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,Physical,0.8210
2103,2019-20,School,Auburn School District,FreeLunch,Non-Low Income,SocialEmotional,0.9640
2104,2019-20,School,Auburn School District,Gender,Female,Cognitive,0.9520
2105,2019-20,School,Auburn School District,Gender,Female,Language,0.8570
2106,2019-20,School,Auburn School District,Gender,Female,Literacy,0.7650
2107,2019-20,School,Auburn School District,Gender,Female,Math,0.4760
2108,2019-20,School,Auburn School District,Gender,Female,NumberofDomains,
2109,2019-20,School,Auburn School District,Gender,Female,Physical,0.8570
2110,2019-20,School,Auburn School District,Gender,Female,SocialEmotional,1.0000
2111,2019-20,School,Auburn School District,Gender,Male,Cognitive,0.8150
2112,2019-20,School,Auburn School District,Gender,Male,Language,0.6670
2113,2019-20,School,Auburn School District,Gender,Male,Literacy,0.7830
2114,2019-20,School,Auburn School District,Gender,Male,Math,0.6540
2115,2019-20,School,Auburn School District,Gender,Male,NumberofDomains,
2116,2019-20,School,Auburn School District,Gender,Male,Physical,0.7780
